Real Response,Model Response
C1=NC2=C(N1)C(=S)N=CN2,C1=NC2=C(N1)C(=O)N(C(=C2N)COS(=O)(=O)[O-])C(F)(F)F.C1=NC2=C(N1)C(=O)N(C(=C2N)C([*])=O)COS(=O)(=O)[O-].[Na+]
CCCCN1CC(C(C(C1CO)O)O)O,CCC1OC(OC1C(C)C)C2C=CC(=O)C=CC=CC=C(C)CCCC(C)CCCC(C)C
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,C1CNCCN1CC(C2=CC=CC=C2)O.Cl
CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,C1CCN(CC1)CC2=C3C4=C(C=C2)C=C(C=C4) C(=C3NC5C=C(C=C(C=C5)C(=N[C@H]6[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC6=O)CC(=O)N)CCSC)C(C)C)C(C)C)C(O)=O)C(C)C)C(=O)N)N
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,CC1=NN=C2N1C(C)(C)CC3=C2N(C4CC4)C(C)(C)C(C)(C)C3=O.C(C(=O)O)C(=O)O	C1=CN(C(=O)NC1=O)CC(COC(=O)O)OC.C(C(=O)O)C(=O)O	.C(C(=O)O)C(=O)O
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,CC(=O)OC1=CC=CC=C1C(=O)O.Cl
CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,C1=CC=C(C=C1)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCC(=O)O)C(=O)N3CCCC3C(=O)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.OS(=O)(=O)O
CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,C1CC[C@@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H]2CSSCCC[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC1=O)C(=O)N2)C(=O)N3CCCC3C(=O)N3CCCC3C(=O)O)C(C)C)CC4=CC=CC=C4)C(C)C)C(C)C)C(=O)NCC(=O)N
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],C1=C(C=C(C(=C1[N+](=O)[O-])N)C(=O)NC2=CC=C(C=C2)N)N
CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)NC(=O)C(C)(F)F)C,C1C(C(C(C(C1N(C(C(C2=CC(=O)C3=C(N2)C(=C(C=C3S(=O)(=O)N)C(=C4C(=C(C=C(C4=N5)C(=O)C6=C(C(=C(C=C6S(=O)(=O)N5)C(=C7C(=C(C=C(C7=N8)C(=O)C9=C(C(=C(C=C9S(=O)(=O)N8)C(=C1C(=O)N)C(=O)O1)C)N2)C=CC=CC2))O)C)N2)C=CC=CC2))N)C)N)C)C)C)C(=O)O)O)C)O)C)O)O.OS(=O)(=O)[O-].[Fe+3]
C1=CC=C(C=C1)CC(COC(=O)N)N.Cl,C1CC(C2=CC=CC=C2C1)NCCl.C1CC(C2=CC=CC=C2C1)NCCl.OS(=O)(=O)O
C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,CCN(CC)CC(=O)NC1=C(C=CC(=C1)C(=O)NC(CCCCN=C(N)N)C(=O)O)C1=CC=CC=C1
CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3.Cl.Cl,C1CN(C(=N(C2=CC(=C(C=C21)O)Cl)C3=CC(=C(C=C3F)F)F)N)CC1.Cl
CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.C(=CC(=O)O)C(=O)O,CC(C)C1=C(C(=C2C(=C1I)N(C=N2)C)C)C3=NN(C(=C3C4=CC(=CC=C4[N+](=O)[O-])N5CCN(CC5)C)C(C)C)C.CC(C)C1=C(C(=C2C(=C1I)N(C=N2)C)C)C3=NN(C(=C3C4=CC(=CC=C4[N+](=O)[O-])N5CCN(CC5)C)C(C)C)C.OS(=O)(=O)O.OS(=O)(=O)O
CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,C1C2CC3C4CC=C5CCCC(C5(C4(C(CC3(C2(C1(C(=O)NC(=O)C6=CC(=C(C=C6)F)F)O)O)O)F)F)F)F
