Real Response,Model Response
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,CNCC(C1=CC(=CC=C1)O)O.CS(=O)(=O)O.OP(=O)(O)O.OP(=O)(O)O.OS(=O)(=O)O.OP(=O)(O)O.OS(=O)(=O)O.OP(=O)(O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,CC1C2C(C(=O)C3(C(C4C(C(C(C(C4(C(=C3C(=O)C2=C(CC1N5C4C(C(C5)O)OC(=O)C)C)O)O)O)O)O)OC(=O)CC6CCC(C(C6)O)N)OC(=O)C)O)O)O
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,CC1=NC=NC2=C1NC(=NC2=O)NCC3=CC=CC4=C3C=CC(=C4)N5CCNCC5.Cl.Cl
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,CCC(=O)N(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NCCCCCC(=O)NCC(=O)N(C)C.
CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,CC(C)CC(C(=O)NC(CCCNC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(N)CCSC)C(C)O)NC(=O)C(CC2=CC(=C(C=C2)O)O)N
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],C1=CC(=C(C=C1N)N)C(=O)NC2C3N2C(=O)C4=C(N3C(=O)N(C(=C4)C)COC(=O)N)C.C(=O)(C(=O)O)O.OS(=O)(=O)O
CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)NC(=O)C(C)(F)F)C,C1=CC(=C(C=C1C(=O)O)O)C(C(=O)O)N
C1=CC=C(C=C1)CC(COC(=O)N)N.Cl,C1CC(C(=CC1)NCCO)OC(=O)C1=CC=CC=C1F
C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,C1=C(C=C(C=C1C2=C(C(=O)C3=CC(=C(C=C32)O)O)O)O)CC(=NO)NO.OP(=O)(O)O
CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3.Cl.Cl,CC1(C2CC3=C(C(=O)C(=C(C3=O)C4=CC(=C(C=C4CC(=O)N)F)F)F)N(C2(C1=O)C)C)C(=O)NC(C(C)C)C(=O)NCCN5CCOCC5.Cl.Cl
CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.C(=CC(=O)O)C(=O)O,CC1=C(C2=C(N1C(=O)C3=C(C=C(C=C3)Cl)NC(=O)N)N=C(N2)N)C4=CC(=C(C=C4)F)F.C(CO)N.C(CO)N.Cl.C1=CC=C(C=C1)O.Cl.O.O.O.O.O.[Fe]
CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,CN(C)CC1=CC=C(C=C1)NC(=O)NC2=CC(=C(C=C2)Cl)N3CCNCC3.Cl
