Real Response,Model Response
C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,CCN1CCN(CC1)C2=C(C(=C3C(=C2N4C(=C5C(=N4)C(=C(C=C5)N=C6N3C(=C7C(=C6)C(=C(C7=O)C)N(C)C)N=C8N7C(=C(C(=N8)C=C1N7C(=C(C(=C1N2)C)C(C)C)N(C)C)C)CC(C)C)N(C)C)C)C9=C(C4=C7C(N9C)C(C)C)=CC(=C5C2=O)C)C(C)C)C)C(=O)NCCN(C)C
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CN1C2=C(C=C(C=C2)Cl)C(=NC3=C1C=CC(=C3)OCCN4CCCCC4)Cl.Cl
CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(=O)NC1=CC(=C(C=C1)F)O
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CC(C3C(C(CC33C2C1CCC4=CC(=O)CCC41C)F)O)O
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,CC1=C(C=C2C(=C1)C(=NC(=N2)N)N)COC3=CC(=C(C=C3)C(=O)C4=C(C(=C(C=C4S(=O)(=O)N)O)O)O)O.O.[I-].[I+]
CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],CCC1(C(=O)NC2(C1=CC(=C(C=C2)Cl)O)C)C3=CC=CC=C3.CS(=O)(=O)O
Cl[Zn]Cl,CC(=O)SCCNC(=O)C(CC1C(=O)N(N=C1N)COS(=O) (=O)C)N.C1=CC(=C(C=C1[N+](=O)[O-])F)F
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.Cl
C1=NC2=C(N1)C(=S)N=CN2,C1=CN=C2C(=N1)N(C=N2)C3C(C(CO3)O)O
CCCCN1CC(C(C(C1CO)O)O)O,CC1C(OC2C(C(C(C2C(C(COC(=O)C(C(C1O)C)O)C)O)O)O)O)OC3C(C(C(O3)C)O)O
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,CNCC(C1=CC(=CC=C1)O)O.Cl
CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,C1CC2CC3C(C1)N(C2)C45CCC(C4)C(C3C5OC(=O)COC(=O)C6=C(C7=C(C=C6)Cl)N=C(N7)N)O.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,C1=NC(=NC2=C1N=C(N2CCOCCO)N)N=C3NCCS3
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.CS(=O)(=O)O
CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,CC(C)CC(C(=O)NC(CCCN=C(N))C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CO)N
CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,CCC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1.CC(C(=O)O)N(CCN(CCN(CCN=C(N)N)CC(=O)O)CC(=O)O)C1=O.O.O.O.O.OS(=O)(=O)O
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],C1=CNC(=N1)N=NC2=C(SN=N2)N
CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)NC(=O)C(C)(F)F)C,CC1=C2C(C(=O)C3=C(C(C(=C3C(=O)C(=C2(C(=C(C1=O)O)C(=O)C)O)O)O)O)O)O)O.OS(=O)(=O)O
C1=CC=C(C=C1)CC(COC(=O)N)N.Cl,CC(C)(C1=CC=CC=C1)N(CCS(=O)(=O)C2=CC=C(C=C2)N)C3=CC=CC=C3.Cl
C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,CC1=C(OC2=CC=CC=C2C1=O)C3=CC(=C(C=C3)C(=O)OCCN4CCOCC4)F
CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3.Cl.Cl,CCN1CCN(CC1)CCCOCCOC2=C(C=CC(=C2)C#N)C#N.Cl
CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5.C(=CC(=O)O)C(=O)O,CC(C)(C1=CC=CC=C1)C2=NC3=C(N2)C=CC(=C3)C4=C(C=C(C=C4)Cl)F.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O
CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,C1=CC(=CC=C1NC(=NC(=NCCCCCCN2CCN(CC2)C(=O)C(=O)C3=CC(=C(C=C3)F)F)N=N)N)N)F.F.C(F)(F)F
